description,type,name,year,region_s,price
WHISKY-70 CL BOTTLE,Drink,Whisky,1993,North,10.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1993,Wales,10.49
WHISKY-70 CL BOTTLE,Drink,Whisky,1993,Scotland,10.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1993,Northern Ireland,9.9499998
DRAUGHT BITTER (PER PINT),Drink,Bitter,1994,London,1.58
DRAUGHT BITTER (PER PINT),Drink,Bitter,1994,South East,1.5599999
DRAUGHT BITTER (PER PINT),Drink,Bitter,1994,South West,1.54
DRAUGHT BITTER (PER PINT),Drink,Bitter,1994,East Anglia,1.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,1994,East Midlands,1.4
DRAUGHT BITTER (PER PINT),Drink,Bitter,1994,West Midlands,1.3200001
DRAUGHT BITTER (PER PINT),Drink,Bitter,1994,Yorkshire & Humber,1.3200001
DRAUGHT BITTER (PER PINT),Drink,Bitter,1994,North West,1.27
DRAUGHT BITTER (PER PINT),Drink,Bitter,1994,North,1.33
DRAUGHT BITTER (PER PINT),Drink,Bitter,1994,Wales,1.35
DRAUGHT BITTER (PER PINT),Drink,Bitter,1994,Scotland,1.41
DRAUGHT BITTER (PER PINT),Drink,Bitter,1994,Northern Ireland,1.55
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1994,London,10.59
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1994,South East,9.9899998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1994,South West,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1994,East Anglia,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1994,East Midlands,10.29
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1994,West Midlands,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1994,Yorkshire & Humber,13.74
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1994,North West,10.95
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1994,North,9.7700005
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1994,Wales,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1994,Scotland,15.95
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1994,Northern Ireland,11.99
FORTIFIED WINE  (70-75CL),Drink,Sherry,1994,London,4.6900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1994,South East,5.4499998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1994,South West,5.25
FORTIFIED WINE  (70-75CL),Drink,Sherry,1994,East Anglia,5.25
FORTIFIED WINE  (70-75CL),Drink,Sherry,1994,East Midlands,4.6900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1994,West Midlands,4.6900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1994,Yorkshire & Humber,4.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1994,North West,3.8
FORTIFIED WINE  (70-75CL),Drink,Sherry,1994,North,4.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1994,Wales,4.79
FORTIFIED WINE  (70-75CL),Drink,Sherry,1994,Scotland,4.79
FORTIFIED WINE  (70-75CL),Drink,Sherry,1994,Northern Ireland,4.9899998
DRAUGHT STOUT PER PINT,Drink,Stout,1994,London,1.85
DRAUGHT STOUT PER PINT,Drink,Stout,1994,South East,1.88
DRAUGHT STOUT PER PINT,Drink,Stout,1994,South West,1.8
DRAUGHT STOUT PER PINT,Drink,Stout,1994,East Anglia,1.8
DRAUGHT STOUT PER PINT,Drink,Stout,1994,East Midlands,1.75
DRAUGHT STOUT PER PINT,Drink,Stout,1994,West Midlands,1.7
DRAUGHT STOUT PER PINT,Drink,Stout,1994,Yorkshire & Humber,1.7
DRAUGHT STOUT PER PINT,Drink,Stout,1994,North West,1.67
DRAUGHT STOUT PER PINT,Drink,Stout,1994,North,1.65
DRAUGHT STOUT PER PINT,Drink,Stout,1994,Wales,1.7
DRAUGHT STOUT PER PINT,Drink,Stout,1994,Scotland,1.6
DRAUGHT STOUT PER PINT,Drink,Stout,1994,Northern Ireland,1.55
WHISKY-70 CL BOTTLE,Drink,Whisky,1994,London,10.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1994,South East,10.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1994,South West,11.29
WHISKY-70 CL BOTTLE,Drink,Whisky,1994,East Anglia,11.29
WHISKY-70 CL BOTTLE,Drink,Whisky,1994,East Midlands,10.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1994,West Midlands,11.29
WHISKY-70 CL BOTTLE,Drink,Whisky,1994,Yorkshire & Humber,11.25
WHISKY-70 CL BOTTLE,Drink,Whisky,1994,North West,11.25
WHISKY-70 CL BOTTLE,Drink,Whisky,1994,North,10.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1994,Wales,10.95
WHISKY-70 CL BOTTLE,Drink,Whisky,1994,Scotland,11.29
WHISKY-70 CL BOTTLE,Drink,Whisky,1994,Northern Ireland,9.9899998
DRAUGHT BITTER (PER PINT),Drink,Bitter,1995,London,1.65
DRAUGHT BITTER (PER PINT),Drink,Bitter,1995,South East,1.64
DRAUGHT BITTER (PER PINT),Drink,Bitter,1995,South West,1.6
DRAUGHT BITTER (PER PINT),Drink,Bitter,1995,East Anglia,1.58
DRAUGHT BITTER (PER PINT),Drink,Bitter,1995,East Midlands,1.45
DRAUGHT BITTER (PER PINT),Drink,Bitter,1995,West Midlands,1.4
DRAUGHT BITTER (PER PINT),Drink,Bitter,1995,Yorkshire & Humber,1.38
DRAUGHT BITTER (PER PINT),Drink,Bitter,1995,North West,1.33
DRAUGHT BITTER (PER PINT),Drink,Bitter,1995,North,1.39
DRAUGHT BITTER (PER PINT),Drink,Bitter,1995,Wales,1.4
DRAUGHT BITTER (PER PINT),Drink,Bitter,1995,Scotland,1.48
DRAUGHT BITTER (PER PINT),Drink,Bitter,1995,Northern Ireland,1.65
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1995,London,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1995,South East,11.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1995,South West,11.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1995,East Anglia,11.79
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1995,East Midlands,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1995,West Midlands,11.25
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1995,Yorkshire & Humber,15.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1995,North West,11.07
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1995,North,10.139999
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1995,Wales,11.19
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1995,Scotland,15.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1995,Northern Ireland,12.74
FORTIFIED WINE  (70-75CL),Drink,Sherry,1995,London,4.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1995,South East,5.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1995,South West,5.29
FORTIFIED WINE  (70-75CL),Drink,Sherry,1995,East Anglia,5.25
FORTIFIED WINE  (70-75CL),Drink,Sherry,1995,East Midlands,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1995,West Midlands,4.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1995,Yorkshire & Humber,4.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1995,North West,3.6500001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1995,North,4.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1995,Wales,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1995,Scotland,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1995,Northern Ireland,4.9899998
DRAUGHT STOUT PER PINT,Drink,Stout,1995,London,1.92
DRAUGHT STOUT PER PINT,Drink,Stout,1995,South East,1.95
DRAUGHT STOUT PER PINT,Drink,Stout,1995,South West,1.9
DRAUGHT STOUT PER PINT,Drink,Stout,1995,East Anglia,1.9
DRAUGHT STOUT PER PINT,Drink,Stout,1995,East Midlands,1.8099999
DRAUGHT STOUT PER PINT,Drink,Stout,1995,West Midlands,1.8
DRAUGHT STOUT PER PINT,Drink,Stout,1995,Yorkshire & Humber,1.78
DRAUGHT STOUT PER PINT,Drink,Stout,1995,North West,1.75
DRAUGHT STOUT PER PINT,Drink,Stout,1995,North,1.73
DRAUGHT STOUT PER PINT,Drink,Stout,1995,Wales,1.78
DRAUGHT STOUT PER PINT,Drink,Stout,1995,Scotland,1.65
DRAUGHT STOUT PER PINT,Drink,Stout,1995,Northern Ireland,1.65
WHISKY-70 CL BOTTLE,Drink,Whisky,1995,London,11.19
WHISKY-70 CL BOTTLE,Drink,Whisky,1995,South East,11.19
WHISKY-70 CL BOTTLE,Drink,Whisky,1995,South West,11.49
WHISKY-70 CL BOTTLE,Drink,Whisky,1995,East Anglia,11.25
WHISKY-70 CL BOTTLE,Drink,Whisky,1995,East Midlands,11.25
WHISKY-70 CL BOTTLE,Drink,Whisky,1995,West Midlands,11.25
WHISKY-70 CL BOTTLE,Drink,Whisky,1995,Yorkshire & Humber,11.25
WHISKY-70 CL BOTTLE,Drink,Whisky,1995,North West,11.25
WHISKY-70 CL BOTTLE,Drink,Whisky,1995,North,11.19
WHISKY-70 CL BOTTLE,Drink,Whisky,1995,Wales,10.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1995,Scotland,11.29
WHISKY-70 CL BOTTLE,Drink,Whisky,1995,Northern Ireland,10.25
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996,London,1.73
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996,South East,1.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996,South West,1.65
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996,East Anglia,1.64
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996,East Midlands,1.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996,West Midlands,1.4299999
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996,Yorkshire & Humber,1.4400001
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996,North West,1.38
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996,North,1.4299999
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996,Wales,1.45
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996,Scotland,1.5599999
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996,Northern Ireland,1.7
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996,London,11.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996,South East,11.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996,South West,11.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996,East Anglia,12.42
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996,East Midlands,11.25
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996,West Midlands,11.3
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996,Yorkshire & Humber,12.74
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996,North West,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996,North,9.9400005
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996,Wales,11.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996,Scotland,16.15
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996,Northern Ireland,12.49
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996,London,4.8699999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996,South East,5.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996,South West,5.3499999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996,East Anglia,5.1700001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996,East Midlands,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996,West Midlands,4.6900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996,Yorkshire & Humber,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996,North West,4.8699999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996,North,4.9499998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996,Wales,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996,Scotland,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996,Northern Ireland,4.9899998
DRAUGHT STOUT PER PINT,Drink,Stout,1996,London,2
DRAUGHT STOUT PER PINT,Drink,Stout,1996,South East,2
DRAUGHT STOUT PER PINT,Drink,Stout,1996,South West,1.97
DRAUGHT STOUT PER PINT,Drink,Stout,1996,East Anglia,1.95
DRAUGHT STOUT PER PINT,Drink,Stout,1996,East Midlands,1.9
DRAUGHT STOUT PER PINT,Drink,Stout,1996,West Midlands,1.88
DRAUGHT STOUT PER PINT,Drink,Stout,1996,Yorkshire & Humber,1.84
DRAUGHT STOUT PER PINT,Drink,Stout,1996,North West,1.8099999
DRAUGHT STOUT PER PINT,Drink,Stout,1996,North,1.8
DRAUGHT STOUT PER PINT,Drink,Stout,1996,Wales,1.8
DRAUGHT STOUT PER PINT,Drink,Stout,1996,Scotland,1.75
DRAUGHT STOUT PER PINT,Drink,Stout,1996,Northern Ireland,1.7
WHISKY-70 CL BOTTLE,Drink,Whisky,1996,London,11.19
WHISKY-70 CL BOTTLE,Drink,Whisky,1996,South East,11.49
WHISKY-70 CL BOTTLE,Drink,Whisky,1996,South West,11.69
WHISKY-70 CL BOTTLE,Drink,Whisky,1996,East Anglia,11.49
WHISKY-70 CL BOTTLE,Drink,Whisky,1996,East Midlands,11.59
WHISKY-70 CL BOTTLE,Drink,Whisky,1996,West Midlands,11.65
WHISKY-70 CL BOTTLE,Drink,Whisky,1996,Yorkshire & Humber,11.69
WHISKY-70 CL BOTTLE,Drink,Whisky,1996,North West,11.29
WHISKY-70 CL BOTTLE,Drink,Whisky,1996,North,11.27
WHISKY-70 CL BOTTLE,Drink,Whisky,1996,Wales,11.69
WHISKY-70 CL BOTTLE,Drink,Whisky,1996,Scotland,11.49
WHISKY-70 CL BOTTLE,Drink,Whisky,1996,Northern Ireland,10.19
DRAUGHT BITTER (PER PINT),Drink,Bitter,1997,London,1.8
DRAUGHT BITTER (PER PINT),Drink,Bitter,1997,South East,1.78
DRAUGHT BITTER (PER PINT),Drink,Bitter,1997,South West,1.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,1997,East Anglia,1.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,1997,East Midlands,1.55
DRAUGHT BITTER (PER PINT),Drink,Bitter,1997,West Midlands,1.54
DRAUGHT BITTER (PER PINT),Drink,Bitter,1997,Yorkshire & Humber,1.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,1997,North West,1.46
DRAUGHT BITTER (PER PINT),Drink,Bitter,1997,North,1.48
DRAUGHT BITTER (PER PINT),Drink,Bitter,1997,Wales,1.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,1997,Scotland,1.62
DRAUGHT BITTER (PER PINT),Drink,Bitter,1997,Northern Ireland,1.75
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1997,London,12.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1997,South East,15.84
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1997,South West,12.24
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1997,East Anglia,15.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1997,East Midlands,11.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1997,West Midlands,12.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1997,Yorkshire & Humber,16.690001
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1997,North West,11.65
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1997,North,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1997,Wales,11.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1997,Scotland,16.690001
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1997,Northern Ireland,12.49
FORTIFIED WINE  (70-75CL),Drink,Sherry,1997,London,5.1700001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1997,South East,5.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1997,South West,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1997,East Anglia,5.1700001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1997,East Midlands,4.8699999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1997,West Midlands,4.8699999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1997,Yorkshire & Humber,4.8699999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1997,North West,3.79
FORTIFIED WINE  (70-75CL),Drink,Sherry,1997,North,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1997,Wales,5.1700001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1997,Scotland,4.8699999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1997,Northern Ireland,4.9899998
DRAUGHT STOUT PER PINT,Drink,Stout,1997,London,2.0999999
DRAUGHT STOUT PER PINT,Drink,Stout,1997,South East,2.0999999
DRAUGHT STOUT PER PINT,Drink,Stout,1997,South West,2
DRAUGHT STOUT PER PINT,Drink,Stout,1997,East Anglia,2
DRAUGHT STOUT PER PINT,Drink,Stout,1997,East Midlands,1.96
DRAUGHT STOUT PER PINT,Drink,Stout,1997,West Midlands,1.9400001
DRAUGHT STOUT PER PINT,Drink,Stout,1997,Yorkshire & Humber,1.9
DRAUGHT STOUT PER PINT,Drink,Stout,1997,North West,1.89
DRAUGHT STOUT PER PINT,Drink,Stout,1997,North,1.86
DRAUGHT STOUT PER PINT,Drink,Stout,1997,Wales,1.855
DRAUGHT STOUT PER PINT,Drink,Stout,1997,Scotland,1.85
DRAUGHT STOUT PER PINT,Drink,Stout,1997,Northern Ireland,1.75
WHISKY-70 CL BOTTLE,Drink,Whisky,1997,London,11.49
WHISKY-70 CL BOTTLE,Drink,Whisky,1997,South East,11.69
WHISKY-70 CL BOTTLE,Drink,Whisky,1997,South West,11.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1997,East Anglia,11.69
WHISKY-70 CL BOTTLE,Drink,Whisky,1997,East Midlands,11.39
WHISKY-70 CL BOTTLE,Drink,Whisky,1997,West Midlands,11.49
WHISKY-70 CL BOTTLE,Drink,Whisky,1997,Yorkshire & Humber,11.69
WHISKY-70 CL BOTTLE,Drink,Whisky,1997,North West,10.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1997,North,11.49
WHISKY-70 CL BOTTLE,Drink,Whisky,1997,Wales,11.69
WHISKY-70 CL BOTTLE,Drink,Whisky,1997,Scotland,11.69
WHISKY-70 CL BOTTLE,Drink,Whisky,1997,Northern Ireland,11.23
DRAUGHT BITTER (PER PINT),Drink,Bitter,1998,London,1.9
DRAUGHT BITTER (PER PINT),Drink,Bitter,1998,South East,1.85
DRAUGHT BITTER (PER PINT),Drink,Bitter,1998,South West,1.74
DRAUGHT BITTER (PER PINT),Drink,Bitter,1998,East Anglia,1.8
DRAUGHT BITTER (PER PINT),Drink,Bitter,1998,East Midlands,1.6
DRAUGHT BITTER (PER PINT),Drink,Bitter,1998,West Midlands,1.6
DRAUGHT BITTER (PER PINT),Drink,Bitter,1998,Yorkshire & Humber,1.55
DRAUGHT BITTER (PER PINT),Drink,Bitter,1998,North West,1.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,1998,North,1.55
DRAUGHT BITTER (PER PINT),Drink,Bitter,1998,Wales,1.58
DRAUGHT BITTER (PER PINT),Drink,Bitter,1998,Scotland,1.72
DRAUGHT BITTER (PER PINT),Drink,Bitter,1998,Northern Ireland,1.85
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1998,London,12.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1998,South East,12.79
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1998,South West,12.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1998,East Anglia,16.59
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1998,East Midlands,12.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1998,West Midlands,12.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1998,Yorkshire & Humber,16.09
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1998,North West,11.940001
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1998,North,12.29
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1998,Wales,12.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1998,Scotland,15.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1998,Northern Ireland,16.34
FORTIFIED WINE  (70-75CL),Drink,Sherry,1998,London,5.5900002
FORTIFIED WINE  (70-75CL),Drink,Sherry,1998,South East,6.1199999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1998,South West,5.25
FORTIFIED WINE  (70-75CL),Drink,Sherry,1998,East Anglia,5.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1998,East Midlands,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1998,West Midlands,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1998,Yorkshire & Humber,4.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1998,North West,3.8
FORTIFIED WINE  (70-75CL),Drink,Sherry,1998,North,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1998,Wales,5.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1998,Scotland,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1998,Northern Ireland,4.9899998
DRAUGHT STOUT PER PINT,Drink,Stout,1998,London,2.1550002
DRAUGHT STOUT PER PINT,Drink,Stout,1998,South East,2.2
DRAUGHT STOUT PER PINT,Drink,Stout,1998,South West,2.0999999
DRAUGHT STOUT PER PINT,Drink,Stout,1998,East Anglia,2.1500001
DRAUGHT STOUT PER PINT,Drink,Stout,1998,East Midlands,2
DRAUGHT STOUT PER PINT,Drink,Stout,1998,West Midlands,2
DRAUGHT STOUT PER PINT,Drink,Stout,1998,Yorkshire & Humber,2
DRAUGHT STOUT PER PINT,Drink,Stout,1998,North West,1.97
DRAUGHT STOUT PER PINT,Drink,Stout,1998,North,1.9299999
DRAUGHT STOUT PER PINT,Drink,Stout,1998,Wales,2
DRAUGHT STOUT PER PINT,Drink,Stout,1998,Scotland,1.9
DRAUGHT STOUT PER PINT,Drink,Stout,1998,Northern Ireland,1.85
WHISKY-70 CL BOTTLE,Drink,Whisky,1998,London,11.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1998,South East,11.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1998,South West,12.49
WHISKY-70 CL BOTTLE,Drink,Whisky,1998,East Anglia,11.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1998,East Midlands,11.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1998,West Midlands,11.719999
WHISKY-70 CL BOTTLE,Drink,Whisky,1998,Yorkshire & Humber,11.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1998,North West,11.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1998,North,11.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1998,Wales,12.45
WHISKY-70 CL BOTTLE,Drink,Whisky,1998,Scotland,11.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1998,Northern Ireland,11.18
DRAUGHT BITTER (PER PINT),Drink,Bitter,1999,London,1.97
DRAUGHT BITTER (PER PINT),Drink,Bitter,1999,South East,1.9
DRAUGHT BITTER (PER PINT),Drink,Bitter,1999,South West,1.8
DRAUGHT BITTER (PER PINT),Drink,Bitter,1999,East Anglia,1.9
DRAUGHT BITTER (PER PINT),Drink,Bitter,1999,East Midlands,1.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,1999,West Midlands,1.65
DRAUGHT BITTER (PER PINT),Drink,Bitter,1999,Yorkshire & Humber,1.63
DRAUGHT BITTER (PER PINT),Drink,Bitter,1999,North West,1.55
DRAUGHT BITTER (PER PINT),Drink,Bitter,1999,North,1.65
DRAUGHT BITTER (PER PINT),Drink,Bitter,1999,Wales,1.66
DRAUGHT BITTER (PER PINT),Drink,Bitter,1999,Scotland,1.8
DRAUGHT BITTER (PER PINT),Drink,Bitter,1999,Northern Ireland,1.9
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1999,London,12.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1999,South East,13.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1999,South West,12.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1999,East Anglia,17.939999
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1999,East Midlands,12.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1999,West Midlands,12.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1999,Yorkshire & Humber,13.09
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1999,North West,12.29
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1999,North,12.29
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1999,Wales,12.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1999,Scotland,15.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1999,Northern Ireland,17.290001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1999,London,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1999,South East,5.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1999,South West,6.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1999,East Anglia,5.5900002
FORTIFIED WINE  (70-75CL),Drink,Sherry,1999,East Midlands,5.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1999,West Midlands,5.5900002
FORTIFIED WINE  (70-75CL),Drink,Sherry,1999,Yorkshire & Humber,5.54
FORTIFIED WINE  (70-75CL),Drink,Sherry,1999,North West,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1999,North,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1999,Wales,6.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1999,Scotland,5.52
FORTIFIED WINE  (70-75CL),Drink,Sherry,1999,Northern Ireland,4.9899998
DRAUGHT STOUT PER PINT,Drink,Stout,1999,London,2.22
DRAUGHT STOUT PER PINT,Drink,Stout,1999,South East,2.27
DRAUGHT STOUT PER PINT,Drink,Stout,1999,South West,2.2
DRAUGHT STOUT PER PINT,Drink,Stout,1999,East Anglia,2.25
DRAUGHT STOUT PER PINT,Drink,Stout,1999,East Midlands,2.0999999
DRAUGHT STOUT PER PINT,Drink,Stout,1999,West Midlands,2.0999999
DRAUGHT STOUT PER PINT,Drink,Stout,1999,Yorkshire & Humber,2.0899999
DRAUGHT STOUT PER PINT,Drink,Stout,1999,North West,2
DRAUGHT STOUT PER PINT,Drink,Stout,1999,North,2
DRAUGHT STOUT PER PINT,Drink,Stout,1999,Wales,2.04
DRAUGHT STOUT PER PINT,Drink,Stout,1999,Scotland,1.96
DRAUGHT STOUT PER PINT,Drink,Stout,1999,Northern Ireland,1.9
WHISKY-70 CL BOTTLE,Drink,Whisky,1999,London,11.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1999,South East,11.69
WHISKY-70 CL BOTTLE,Drink,Whisky,1999,South West,12.49
WHISKY-70 CL BOTTLE,Drink,Whisky,1999,East Anglia,11.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1999,East Midlands,11.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1999,West Midlands,11.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1999,Yorkshire & Humber,11.99
